Permiso CRE,Place ID,Marca,Estacion,Direccion,Municipio,Estado,Region,Lat,Lon
CNE/PL/353/EXP/ES/2025,30612,,GASOLINERA SIETE HERMANOS SA DE CV,,Los Reyes,Michoacán,Occidente,19.58306,-102.4253
CNE/PL/354/EXP/ES/2025,30537,,INMOBILIARIA MVC PENINSULAR SA DE CV,,Homún,Yucatán,Sureste,20.75001,-89.27959
CNE/PL/355/EXP/ES/2025,30625,,CARLOS FLORES NAVA,,Emiliano Zapata,Tlaxcala,Centro,19.55075,-97.91731
CNE/PL/356/EXP/ES/2025,30618,,YUCAGAS SA DE CV,,Motul,Yucatán,Sureste,21.09603,-89.27971
CNE/PL/357/EXP/ES/2025,30538,,CARBURANTES DE YUCATAN SA DE CV,,Tixpéhual,Yucatán,Sureste,20.97605,-89.46943
CNE/PL/358/EXP/ES/2025,30539,,GRUPO COSTAMARQ SA DE CV,,Escárcega,Campeche,Sureste,18.35304,-90.86177
CNE/PL/359/EXP/ES/2025,30540,,AMIGAS DESPACHADORAS SABANCUY SA DE CV,,Carmen,Campeche,Sureste,18.9686,-91.17683
CNE/PL/360/EXP/ES/2025,30617,,MULTISERVICIOS DZIBALCHEN SA DE CV,,Escárcega,Campeche,Sureste,18.60503,-90.72786
CNE/PL/361/EXP/ES/2025,30616,,RAUL ANTONIO TROUSSELLE PAVON,,Centro,Tabasco,Golfo,17.97827,-93.07285
CNE/PL/363/EXP/ES/2025,30622,,SERVICIOS ENERGETICOS GF S DE RL DE CV,,Piedras Negras,Coahuila,Noreste,28.68519,-100.5812
CNE/PL/364/EXP/ES/2025,30541,,ALPEZ GAS SA DE CV,,Tonalá,Jalisco,Occidente,20.60475,-103.2514
CNE/PL/365/EXP/ES/2025,30610,,GASOLINERA VALLE DEL SUR SA DE CV,,Miahuatlán de Porfirio Díaz,Oaxaca,Sur,16.3307,-96.58354
CNE/PL/366/EXP/ES/2025,30607,,EXPERTOS EN LOGISTICA TERRESTRE SA DE CV,,Chilapa de Álvarez,Guerrero,Sur,17.60136,-99.18736
CNE/PL/367/EXP/ES/2025,30542,,DUMERK SA DE CV,,Reynosa,Tamaulipas,Noreste,26.00997,-98.34289
CNE/PL/368/EXP/ES/2025,30619,,SERVICIO R. ALMADA SA DE CV,,Chihuahua,Chihuahua,Norte,28.58867,-106.0945
CNE/PL/369/EXP/ES/2025,30611,,MARSILCO SA DE CV,,Guanajuato,Guanajuato,Occidente,20.97981,-101.3113
CNE/PL/370/EXP/ES/2025,30606,,"INMOBILIARIA MING, S.A. DE C.V.",,Tala,Jalisco,Occidente,20.66676,-103.7391
CNE/PL/371/EXP/ES/2025,30592,,CERGO GAS SA DE CV,,Tekax,Yucatán,Sureste,20.13258,-89.18332
CNE/PL/372/EXP/ES/2025,30602,,AERO 4 G SA DE CV,,Tlaquepaque,Jalisco,Occidente,20.58485,-103.3195
CNE/PL/373/EXP/ES/2025,30543,,PETRO GARMON SA DE CV,,El Marqués,Querétaro,Centro,20.72933,-100.2877
CNE/PL/374/EXP/ES/2025,30601,,DAKA COMBUSTIBLES SA DE CV,,Culiacán,Sinaloa,Noroeste,24.77197,-107.4025
CNE/PL/376/EXP/ES/2025,30600,,ARTURO PEREZ MACIAS,,Aramberri,Nuevo León,Noreste,24.1071,-99.81837
CNE/PL/377/EXP/ES/2025,30594,,SERVICIOS MULTIPLES BARAKA SA DE CV,,Chihuahua,Chihuahua,Norte,28.85946,-106.2109
CNE/PL/378/EXP/ES/2025,30596,,DONATO PANTALEON MANZANO,,Tlapa de Comonfort,Guerrero,Sur,17.55093,-98.57365
CNE/PL/379/EXP/ES/2025,30608,,PETRO CARBURANTES DEL NORTE SA DE CV,,Monterrey,Nuevo León,Noreste,25.71146,-100.2963
CNE/PL/380/EXP/ES/2025,30593,,COMERCIALIZADORA HIDROLAG SA DE CV,,Ramos Arizpe,Coahuila,Noreste,25.57876,-100.9029
CNE/PL/381/EXP/ES/2025,30586,,ROSBELT SA DE CV,,Culiacán,Sinaloa,Noroeste,24.80165,-107.4059
CNE/PL/382/EXP/ES/2025,30605,,GASOLINERA LA GLORIA SA DE CV,,Asientos,Zacatecas,Occidente,22.14927,-102.0358
CNE/PL/383/EXP/ES/2025,30604,,ESTACION DE SERVICIOS SR. DE LA COLUMNA SA DE CV,,Chilpancingo de los Bravo,Guerrero,Sur,17.51978,-99.49232
CNE/PL/384/EXP/ES/2025,30599,,PARADOR LA AURORA SA DE CV,,Juanacatlán,Jalisco,Occidente,20.53143,-103.1281
CNE/PL/385/EXP/ES/2025,30591,,OPERADORA FELUBAL S DE RL DE CV,,,Sonora,Noroeste,32.42877,-114.7934
CNE/PL/386/EXP/ES/2025,30585,,OPERADORA ACE HIDROCARBUROS S A P I DE CV,,Tizayuca,Hidalgo,Centro,19.88036,-98.94591
CNE/PL/387/EXP/ES/2025,30603,,SERVICIO FACIL DEL SURESTE SA DE CV,,Cuapiaxtla de Madero,Puebla,Centro,18.90481,-97.79916
CNE/PL/388/EXP/ES/2025,30595,,SERVICIO CIUDAD DE LOS MARTIRES SA DE CV,,Mexticacán,Jalisco,Occidente,21.24489,-102.8415
CNE/PL/389/EXP/ES/2025,30588,,COMBUSTIBLES VELARDE ESPINOZA SA DE CV,,Ahome,Sinaloa,Noroeste,25.78352,-109.0052
CNE/PL/390/EXP/ES/2025,30582,,GASOLINERA 70 ORIENTE SA DE CV,,Aguascalientes,Aguascalientes,Occidente,21.92919,-102.2524
CNE/PL/391/EXP/ES/2025,30578,,PLACOGAS SA DE CV,,Acambay,México,Centro,19.88787,-99.85328
CNE/PL/392/EXP/ES/2025,30571,,GRUPO SUMAGAZ DEL LLANO SA DE CV,,San Pedro Amuzgos,Oaxaca,Sur,16.66781,-98.05653
CNE/PL/442/EXP/ES/2025,30676,,MEGA GASOLINERAS SA DE CV,,León,Guanajuato,Occidente,21.03897,-101.5209
CNE/PL/452/EXP/ES/2025,30688,,ESTACION DE SERVICIO OSCAR CHAVEZ SA DE CV,,Morelia,Michoacán,Occidente,19.74447,-101.181
CNE/PL/453/EXP/ES/2025,30690,,RED INTERGAS S DE RL DE CV,,Aguascalientes,Aguascalientes,Occidente,21.9064,-102.286
CNE/PL/454/EXP/ES/2025,30693,,CIMARRON LUBRICANTES SA DE CV,,Chihuahua,Chihuahua,Norte,28.65562,-106.0381
CNE/PL/455/EXP/ES/2025,30698,,COMERCIALIZADORA HIDROLAG SA DE CV,,,Coahuila,Noreste,25.52008,-103.317
CNE/PL/457/EXP/ES/2025,30703,,ARRENDADORA E INMOBILIARIA OMMSA SA DE CV,,San Pedro Pochutla,Oaxaca,Sur,15.66201,-96.5003
CNE/PL/458/EXP/ES/2025,30709,,CARBURANTES DE YUCATAN SA DE CV,,Mérida,Yucatán,Sureste,21.03468,-89.56361
CNE/PL/459/EXP/ES/2025,30687,,VYP.S EL CEÑIDOR SA DE CV,,Múgica,Michoacán,Occidente,18.99432,-102.1929
CNE/PL/46/EXP/ES/2025,30280,,CARBURANTES DE YUCATAN SA DE CV,,Ucú,Yucatán,Sureste,21.03338,-89.75398
CNE/PL/460/EXP/ES/2025,30728,,"SERVICIO PRIETOGAS, S.A. DE C.V.",,Parácuaro,Michoacán,Occidente,19.01457,-102.2056
CNE/PL/461/EXP/ES/2025,30689,,CAPAGAS SA DE CV,,Aguascalientes,Aguascalientes,Occidente,21.88288,-102.2685
CNE/PL/462/EXP/ES/2025,30691,,COMBUSTIBLES DEL NORTE LAS HADAS SA DE CV,,Gral. Escobedo,Nuevo León,Noreste,25.78242,-100.2926
CNE/PL/463/EXP/ES/2025,30695,,ROSBELT SA DE CV,,Culiacán,Sinaloa,Noroeste,24.81606,-107.4102
CNE/PL/464/EXP/ES/2025,30696,,OPERADORA DE COMBUSTIBLES NMG SA DE CV,,El Marqués,Querétaro,Centro,20.58556,-100.2861
CNE/PL/465/EXP/ES/2025,30699,,SUPER SERVICIO AZTECA DE VICTORIA SA DE CV,,Victoria,Tamaulipas,Noreste,23.7634,-99.11097
CNE/PL/466/EXP/ES/2025,30702,,"HIDROCARBUROS LAS VIAS, S.A. DE C.V.",,Celaya,Guanajuato,Occidente,20.52063,-100.8409
CNE/PL/467/EXP/ES/2025,30705,,GASOLINERA LOS CONSPIRADORES DE QUERETARO SA DE CV,,Huimilpan,Querétaro,Centro,20.43759,-100.3381
CNE/PL/468/EXP/ES/2025,30710,,SERVICIO BUEU SA DE CV,,Boca del Río,Veracruz,Golfo,19.16564,-96.11185
CNE/PL/469/EXP/ES/2025,30714,,ALMACENES DE COMBUSTIBLES DE MEXICO SA DE CV,,Frontera,Coahuila,Noreste,26.96065,-101.4542
CNE/PL/47/EXP/ES/2025,30278,,CARBURANTES DE YUCATAN SA DE CV,,Tahmek,Yucatán,Sureste,20.8787,-89.26176
CNE/PL/470/EXP/ES/2025,30718,,SINERGIA GLOBAL COMONFORT S DE RL DE CV,,Tlapa de Comonfort,Guerrero,Sur,17.5409,-98.58843
CNE/PL/471/EXP/ES/2025,30692,,ABASTECEDORA DE SERVICIOS DEL VALLE SA DE CV,,Guasave,Sinaloa,Noroeste,25.57911,-108.4632
CNE/PL/472/EXP/ES/2025,30694,,ALMACENES DE COMBUSTIBLES DE MEXICO SA DE CV,,Frontera,Coahuila,Noreste,26.94893,-101.4539
CNE/PL/473/EXP/ES/2025,30697,,MINIGAS TEZONTEPEC SA DE CV,,Tezontepec de Aldama,Hidalgo,Centro,20.14874,-99.23408
CNE/PL/474/EXP/ES/2025,30686,,GASOLINERA SANTA INES AHUATEMPAN SA DE CV,,Santa Inés Ahuatempan,Puebla,Centro,18.42059,-98.01421
CNE/PL/475/EXP/ES/2025,30701,,INMOBILIARIA SAMICH SA DE CV,,Ocotlán,Jalisco,Occidente,20.40744,-102.7401
CNE/PL/476/EXP/ES/2025,30700,,FELIX VILLEGAS TERAN,,Puente de Ixtla,Morelos,Centro,18.62251,-99.32082
CNE/PL/477/EXP/ES/2025,30706,,AUTOSERVICIO PINO PALLAS SA DE CV,,,Baja California Sur,Noroeste,24.10821,-110.3337
CNE/PL/478/EXP/ES/2025,30708,,INMOBILIARIA HOTELA SA DE CV,,Querétaro,Querétaro,Centro,20.54442,-100.383
CNE/PL/479/EXP/ES/2025,30724,,GASOLINERA ACATZINGO SA DE CV,,Acatzingo,Puebla,Centro,18.98357,-97.77465
CNE/PL/48/EXP/ES/2025,30267,,SERVICIOS CEMENTOS SA DE CV,,San Francisco del Rincón,Guanajuato,Occidente,20.99241,-101.8431
CNE/PL/480/EXP/ES/2025,30711,,EXELCO CARBURANTES S DE RL DE CV,,Nuevo Laredo,Tamaulipas,Noreste,27.48492,-99.58054
CNE/PL/481/EXP/ES/2025,30713,,COMBUSTIBLES ENERGETICOS ITUNDUJIA SA DE CV,,Santa Cruz Itundujia,Oaxaca,Sur,16.87852,-97.65936
CNE/PL/482/EXP/ES/2025,30715,,GALILEA BETANCOURT MORENO,,Contepec,Michoacán,Occidente,19.9265,-100.1796
CNE/PL/483/EXP/ES/2025,30716,,COMERCIALIZADORA HIDROLAG SA DE CV,,Santa Catarina,Nuevo León,Noreste,25.55029,-100.3426
CNE/PL/484/EXP/ES/2025,30729,,NOGALES ENERGETICOS SA DE CV,,,Baja California,Noroeste,31.86575,-116.6593
CNE/PL/485/EXP/ES/2025,30719,,GRUPO VIRDELO SA DE CV,,Toluca,México,Centro,19.28429,-99.63596
CNE/PL/486/EXP/ES/2025,30704,,SERVICIO CONSTELACION PEGASO SA DE CV,,Nezahualcóyotl,México,Centro,19.41617,-99.01975
CNE/PL/487/EXP/ES/2025,30707,,PETROPLAZAS SA DE CV,,Guasave,Sinaloa,Noroeste,25.56428,-108.4611
CNE/PL/488/EXP/ES/2025,30712,,SERVICIO AV DE LAS TORRES SA DE CV,,Iztapalapa,Ciudad de México,Centro,19.35349,-99.01653
CNE/PL/489/EXP/ES/2025,30717,,GASOLINERA PESQUEIRA SA DE CV,,Culiacán,Sinaloa,Noroeste,24.81412,-107.3782
CNE/PL/49/EXP/ES/2025,30282,,AUTO SERVICIO LA PIEDRERA SA DE CV,,Los Cabos,Baja California Sur,Noroeste,23.10915,-109.7126
CNE/PL/490/EXP/ES/2025,30720,,MATA LARGA GASOLINERAS SA DE CV,,Emiliano Zapata,Veracruz,Golfo,19.50767,-96.86149
CNE/PL/491/EXP/ES/2025,30721,,COMERCIALIZACION DE INSUMOS CIRCUITO UNIVERSIDADES SA DE CV,,El Marqués,Querétaro,Centro,20.64461,-100.3357
CNE/PL/492/EXP/ES/2025,30722,,UNIDAD DE GASOLINERAS SA DE CV,,Jesús María,Aguascalientes,Occidente,21.97307,-102.3402
CNE/PL/493/EXP/ES/2025,30723,,COGUCA SA DE CV,,Victoria,Tamaulipas,Noreste,23.77645,-99.13755
CNE/PL/494/EXP/ES/2025,30725,,SERVICIO CUPULA SA DE CV,,Cuernavaca,Morelos,Centro,18.93348,-99.22684
CNE/PL/495/EXP/ES/2025,30726,,GRUPO GASOLINERO PETROBRAM SA DE CV,,Morelia,Michoacán,Occidente,19.70743,-101.2357
CNE/PL/496/EXP/ES/2025,30730,,ENERRED S DE RL DE CV,,Acuña,Coahuila,Noreste,29.32036,-100.957
CNE/PL/50/EXP/ES/2025,30268,,COMERCIALIZADORA HIDROLAG SA DE CV,,Ramos Arizpe,Coahuila,Noreste,25.52409,-100.9414
CNE/PL/51/EXP/ES/2025,30284,,ROCCANS OIL SA DE CV,,Jiquilpan,Michoacán,Occidente,19.98655,-102.7092
CNE/PL/514/EXP/ES/2025,30756,,LOS HUITZACHES SC DE RL,,Santa María Colotepec,Oaxaca,Sur,15.79346,-96.92967
CNE/PL/515/EXP/ES/2025,30758,,SERVICIOS ECOLOGICOS SIERRA DEL CARMEN SA DE CV,,Felipe Carrillo Puerto,Quintana Roo,Sureste,19.57561,-88.04742
CNE/PL/516/EXP/ES/2025,30760,,ALLJA SERVICIOS Y COMBUSTIBLES SA DE CV,,Frontera,Coahuila,Noreste,26.91348,-101.4732
CNE/PL/517/EXP/ES/2025,30755,,SERVICIO GARCIA ANCIRA SA,,García,Nuevo León,Noreste,25.76579,-100.4907
CNE/PL/518/EXP/ES/2025,30757,,ROSBELT SA DE CV,,Culiacán,Sinaloa,Noroeste,24.79589,-107.4049
CNE/PL/519/EXP/ES/2025,30753,,HIDROCARBUROS VICTORIA SA DE CV,,Ezequiel Montes,Querétaro,Centro,20.69519,-99.87972
CNE/PL/52/EXP/ES/2025,30281,,ESTACION CHIPINQUE SA DE CV,,Lagos de Moreno,Jalisco,Occidente,21.42908,-101.9026
CNE/PL/520/EXP/ES/2025,30752,,SERVICIO TRES DIAMANTES DE MORELIA SA DE CV,,Morelia,Michoacán,Occidente,19.67743,-101.3592
CNE/PL/521/EXP/ES/2025,30761,,MULTISERVICIOS LA PILARICA SA DE CV,,Guasave,Sinaloa,Noroeste,25.54801,-108.4929
CNE/PL/522/EXP/ES/2025,30759,,GALILEA BETANCOURT MORENO,,Morelia,Michoacán,Occidente,19.70591,-101.2428
CNE/PL/523/EXP/ES/2025,30754,,ESTACION DE SERVICIO MARMOL SA DE CV,,Morelia,Michoacán,Occidente,19.66907,-101.2357
CNE/PL/524/EXP/ES/2025,30751,,COMVALE DE MEXICO SA DE CV,,Santa María del Río,San Luis Potosí,Noreste,21.84427,-100.7403
CNE/PL/53/EXP/ES/2025,30287,,GRUPO PIRAMIDE DE LA CHONTALPA SA DE CV,,Comalcalco,Tabasco,Golfo,18.22854,-93.449
CNE/PL/54/EXP/ES/2025,30283,,GRUPO LANSAN SA DE CV,,San Martín Texmelucan,Puebla,Centro,19.23702,-98.38286
CNE/PL/543/EXP/ES/2025,30790,,ESTACIONES MODULARES IOT SA DE CV,,Tecámac,México,Centro,19.62115,-99.03732
CNE/PL/55/EXP/ES/2025,30291,,HIDROCARBUROS Y SUS DERIVADOS LOS MORA SA DE CV,,Papantla,Veracruz,Golfo,20.44938,-97.32636
CNE/PL/555/EXP/ES/2025,30809,,GAZPRO SA DE CV,,Toluca,México,Centro,19.26333,-99.69193
CNE/PL/556/EXP/ES/2025,30804,,PETROMAX SA DE CV,,Saltillo,Coahuila,Noreste,25.47325,-100.929
CNE/PL/557/EXP/ES/2025,30808,,FINEST PETROIL SA DE CV,,Xicotepec,Puebla,Centro,20.25592,-97.9642
CNE/PL/558/EXP/ES/2025,30811,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,,Umán,Yucatán,Sureste,20.88666,-89.70271
CNE/PL/559/EXP/ES/2025,30812,,FINEST PETROIL SA DE CV,,Tamazunchale,San Luis Potosí,Noreste,21.2509,-98.76331
CNE/PL/56/EXP/ES/2025,30270,,CENTRO GASOLINERO ANIMAS SA DE CV,,Veracruz,Veracruz,Golfo,19.22369,-96.22115
CNE/PL/560/EXP/ES/2025,30807,,GASOLINERA LUNA TOLLOCAN SA DE CV,,Toluca,México,Centro,19.28439,-99.63938
CNE/PL/561/EXP/ES/2025,30818,,CENTURY ENERGETICOS SA DE CV,,Nogales,Sonora,Noroeste,31.31411,-110.9523
CNE/PL/562/EXP/ES/2025,30813,,HIDROCARBUROS RIVAS SA DE CV,,Jiquipilco,México,Centro,19.57051,-99.73589
CNE/PL/563/EXP/ES/2025,30810,,PETRO FUELS ZACATAL SA DE CV,,García,Nuevo León,Noreste,25.75986,-100.4722
CNE/PL/564/EXP/ES/2025,30805,,ORSAN DEL NORTE SA DE CV,,García,Nuevo León,Noreste,25.69312,-100.6457
CNE/PL/565/EXP/ES/2025,30814,,GASOLINERA PESQUEIRA SA DE CV,,Mazatlán,Sinaloa,Noroeste,23.26311,-106.4136
CNE/PL/566/EXP/ES/2025,30803,,GRUPO GASOLINERO JUCA SA DE CV,,Villa de Ramos,San Luis Potosí,Noreste,23.06644,-102.1539
CNE/PL/567/EXP/ES/2025,30806,,COMBUSTIBLES SMG SA DE CV,,Tampico,Tamaulipas,Noreste,22.23265,-97.86466
CNE/PL/57/EXP/ES/2025,30294,,SALVADOR RABAGO CORNEJO,,Jalostotitlán,Jalisco,Occidente,21.16832,-102.475
CNE/PL/577/EXP/ES/2025,30853,,PETROMAX SA DE CV,,Reynosa,Tamaulipas,Noreste,26.023,-98.34994
CNE/PL/578/EXP/ES/2025,30854,,GAZPRO SA DE CV,,Centro,Tabasco,Golfo,18.01747,-92.90881
CNE/PL/579/EXP/ES/2025,30857,,GAZPRO SA DE CV,,Huauchinango,Puebla,Centro,20.17557,-98.06
CNE/PL/58/EXP/ES/2025,30286,,ENX TERMINALS SA DE CV,,Tlajomulco de Zúñiga,Jalisco,Occidente,20.52594,-103.3868
CNE/PL/580/EXP/ES/2025,30856,,GAZPRO SA DE CV,,Gómez Palacio,Durango,Norte,25.59527,-103.4866
CNE/PL/581/EXP/ES/2025,30860,,GAZPRO SA DE CV,,Celaya,Guanajuato,Occidente,20.53612,-100.7977
CNE/PL/582/EXP/ES/2025,30858,,PETROMAX SA DE CV,,Reynosa,Tamaulipas,Noreste,26.07448,-98.31366
CNE/PL/583/EXP/ES/2025,30855,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,,Solidaridad,Quintana Roo,Sureste,20.61466,-87.09913
CNE/PL/584/EXP/ES/2025,30852,,PETROMAX SA DE CV,,Reynosa,Tamaulipas,Noreste,26.05053,-98.32699
CNE/PL/585/EXP/ES/2025,30859,,PETROMAX SA DE CV,,Reynosa,Tamaulipas,Noreste,26.102,-98.31921
CNE/PL/59/EXP/ES/2025,30297,,GRUPO RAPACASI CC SA DE CV,,Ixcamilpa de Guerrero,Puebla,Centro,18.03006,-98.68296
CNE/PL/60/EXP/ES/2025,30289,,MULTISERVICIOS MARGOZAMA SA DE CV,,Uriangato,Guanajuato,Occidente,20.14276,-101.1579
CNE/PL/601/EXP/ES/2026,30889,,GAZPRO SA DE CV,,Chalco,México,Centro,19.26462,-98.85777
CNE/PL/602/EXP/ES/2026,30890,,GAZPRO SA DE CV,,Cuautitlán,México,Centro,19.67707,-99.15101
CNE/PL/603/EXP/ES/2026,30891,,PETROMAX SA DE CV,,Juárez,Nuevo León,Noreste,25.61604,-100.1548
CNE/PL/61/EXP/ES/2025,30292,,LOS PARAJES 4 PINOS SA DE CV,,Peribán,Michoacán,Occidente,19.5516,-102.3862
CNE/PL/62/EXP/ES/2025,30302,,SALPAT COMBUSTIBLES SA DE CV,,Iguala de la Independencia,Guerrero,Sur,18.33914,-99.52064
CNE/PL/625/EXP/ES/2026,30930,,OPERADORA CONSTRURENT S DE RL DE CV,,Bahía de Banderas,Nayarit,Noroeste,20.84871,-105.4504
CNE/PL/626/EXP/ES/2026,30935,,SERVICIO RINCONADA SA DE CV,,Aguascalientes,Aguascalientes,Occidente,21.90644,-102.2583
CNE/PL/627/EXP/ES/2026,30936,,AUTOSERVICIO ALTAVISTA S DE RL DE CV,,Los Cabos,Baja California Sur,Noroeste,22.94192,-109.9283
CNE/PL/628/EXP/ES/2026,30937,,GAZPRO SA DE CV,,Cuautitlán,México,Centro,19.67046,-99.17509
CNE/PL/629/EXP/ES/2026,30945,,GAZPRO SA DE CV,,Gustavo A. Madero,Ciudad de México,Centro,19.48119,-99.09646
CNE/PL/63/EXP/ES/2025,30305,,GASOLINERA ROMA SA DE CV,,Champotón,Campeche,Sureste,19.36877,-90.72142
CNE/PL/630/EXP/ES/2026,30944,,ESTACION DE SERVICIO CAPULA SA DE CV,,Morelia,Michoacán,Occidente,19.67591,-101.3574
CNE/PL/631/EXP/ES/2026,30946,,AUTOSERVICIO SAN ANTONIO SA DE CV,,,Baja California Sur,Noroeste,24.13312,-110.2937
CNE/PL/632/EXP/ES/2026,30938,,GRUPO REYOLGAS SA DE CV,,Pachuca de Soto,Hidalgo,Centro,20.11098,-98.81882
CNE/PL/633/EXP/ES/2026,30941,,COMBUSTIBLES Y SERVICIOS COAPAN SA DE CV,,Álvaro Obregón,Ciudad de México,Centro,19.36326,-99.19012
CNE/PL/634/EXP/ES/2026,30943,,SERVICIOS INTEGRALES MARY SA DE CV,,Navolato,Sinaloa,Noroeste,24.73746,-107.5589
CNE/PL/635/EXP/ES/2026,30932,,EL 19 COMBUSTIBLES SA DE CV,,Cajeme,Sonora,Noroeste,27.46409,-109.9547
CNE/PL/636/EXP/ES/2026,30934,,SERVICIOS ENERGETICOS ADAMEX SA DE CV,,Florencio Villarreal,Guerrero,Sur,16.73973,-99.13093
CNE/PL/637/EXP/ES/2026,30939,,ROCK & OIL S DE RL DE CV,,Cunduacán,Tabasco,Golfo,17.9945,-93.12489
CNE/PL/638/EXP/ES/2026,30940,,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,,Benito Juárez,Quintana Roo,Sureste,20.82189,-86.92207
CNE/PL/639/EXP/ES/2026,30942,,OPERADORA DE FRANQUICIAS DINEEK SA DE CV,,San Luis Potosí,San Luis Potosí,Noreste,22.04111,-100.8916
CNE/PL/64/EXP/ES/2025,30296,,COMBUSTIBLES LOS AMIGOS SA DE CV,,Puente de Ixtla,Morelos,Centro,18.70256,-99.25053
CNE/PL/640/EXP/ES/2026,30947,,UNIDAD DE GASOLINERAS SA DE CV,,Aguascalientes,Aguascalientes,Occidente,21.93085,-102.2915
CNE/PL/65/EXP/ES/2025,30307,,GASMEX SA DE CV,,Pedro Escobedo,Querétaro,Centro,20.51753,-100.1653
CNE/PL/651/EXP/ES/2026,30955,,SUPER SERVICIO CIBRIAN SA DE CV,,Cihuatlán,Jalisco,Occidente,19.22879,-104.6973
CNE/PL/652/EXP/ES/2026,30954,,ESTACION DE SERVICIO LA SUPER AUTOPISTA MITLA TEHUANTEPEC SA DE CV,,San Pablo Villa de Mitla,Oaxaca,Sur,16.90994,-96.38924
CNE/PL/653/EXP/ES/2026,30952,,GASOLINERA LA GRULLITA SA DE CV,,,Sonora,Noroeste,32.43475,-114.7659
CNE/PL/654/EXP/ES/2026,30953,,ESTACION DE SERVICIO RUMI SA DE CV,,Aguascalientes,Aguascalientes,Occidente,21.90779,-102.239
CNE/PL/655/EXP/ES/2026,30956,,SERVICIO IDEAL DE TAMAULIPAS SA DE CV,,Reynosa,Tamaulipas,Noreste,26.03059,-98.35562
CNE/PL/66/EXP/ES/2025,30306,,COMBU-EXPRESS SA DE CV,,Tapalpa,Jalisco,Occidente,19.9347,-103.7521
CNE/PL/665/EXP/ES/2026,30967,,CIMORRA SUMINISTROS Y CONSTRUCCIONES SA DE CV,,Temozón,Yucatán,Sureste,20.79386,-88.20234
CNE/PL/666/EXP/ES/2026,30968,,SERVICIO CHIT SA DE CV,,José María Morelos,Quintana Roo,Sureste,19.89731,-88.80821
CNE/PL/667/EXP/ES/2026,30969,,INMOBILIARIA PASEOS DEL CARIBE S DE RL DE CV,,Tulum,Quintana Roo,Sureste,20.20269,-87.48807
CNE/PL/668/EXP/ES/2026,30970,,TENEDORA SAN BENITO GAS SA DE CV,,Durango,Durango,Norte,24.01141,-104.6553
CNE/PL/67/EXP/ES/2025,30299,,SERVIATLIXCAYOTL SA DE CV,,San Andrés Cholula,Puebla,Centro,18.99309,-98.28931
CNE/PL/670/EXP/ES/2026,30972,,INMOBILIARIA LA ZAMORANA SA DE CV,,Veracruz,Veracruz,Golfo,19.16026,-96.20848
CNE/PL/671/EXP/ES/2026,30973,,RICARDO ROMERO GARCIA,,García,Nuevo León,Noreste,25.79286,-100.5827
CNE/PL/672/EXP/ES/2026,30974,,SUPER GASOLINERAS DE LA FRONTERA SA DE CV,,Saltillo,Coahuila,Noreste,25.3669,-101.0093
CNE/PL/674/EXP/ES/2026,30980,,SERVI BENZIN SA DE CV,,San Miguel del Puerto,Oaxaca,Sur,15.81931,-96.04871
CNE/PL/675/EXP/ES/2026,30981,,GASOLINERA LDC SA DE CV,,Heroica Ciudad de Ejutla de Crespo,Oaxaca,Sur,16.55762,-96.73295
CNE/PL/676/EXP/ES/2026,30982,,ESTACION DE SERVICIOS MELCHOR OCAMPO SA DE CV,,Tulum,Quintana Roo,Sureste,20.22609,-87.45702
CNE/PL/677/EXP/ES/2026,30983,,GASOLINEAS DEL MAYAB SA DE CV,,Tizimín,Yucatán,Sureste,21.14158,-88.15034
CNE/PL/678/EXP/ES/2026,30984,,"OPERADORA NAUTI, S.A. DE C.V.",,Álvaro Obregón,Ciudad de México,Centro,19.38517,-99.22614
CNE/PL/679/EXP/ES/2026,30985,,LOBO SABIO SERVICIOS GASOLINEROS SA DE CV,,Juchipila,Zacatecas,Occidente,21.41323,-103.119
CNE/PL/68/EXP/ES/2025,30288,,DISTRIBUIDORA DE COMBUSTIBLES PANAMERICANA SA DE CV,,Tuxtla Gutiérrez,Chiapas,Sur,16.76468,-93.1883
CNE/PL/684/EXP/ES/2026,30992,,SUBELO S DE RL DE CV,,Reynosa,Tamaulipas,Noreste,26.04656,-98.3818
CNE/PL/686/EXP/ES/2026,31005,,CRISTHIAN ALEXIS LUNA VEGA,,Jerécuaro,Querétaro,Centro,20.37726,-100.4202
CNE/PL/687/EXP/ES/2026,31004,,CONSORCIO MARIN Y ASOCIADOS SA DE CV,,,,,,
CNE/PL/69/EXP/ES/2025,30285,,CESAR GERONIMO IPIÑA SIFUENTES,,Juárez,Nuevo León,Noreste,25.62876,-100.1011
CNE/PL/692/EXP/ES/2026,30997,,REINA GUADALUPE LEYVA ESCOBEDO,,Galeana,Chihuahua,Norte,30.01268,-107.564
CNE/PL/693/EXP/ES/2026,30991,,OPERADORA DE COMBUSTIBLES GONZALEZ SA DE CV,,,,,,
CNE/PL/694/EXP/ES/2026,30993,,ENERGIA Y SERVICIOS COORDINADOS SA DE CV,,Gómez Palacio,Durango,Norte,25.58829,-103.5272
CNE/PL/695/EXP/ES/2026,30994,,FAM ORFE SA DE CV,,Morelia,Michoacán,Occidente,19.59104,-101.2983
