Fecha,Region,Estado,Municipio,Estacion,Permiso CRE,Direccion,Regular,Premium,Diesel
2026-08-17,,,,,PL/5800/EXP/ES/2015,,24.00,28.79,27.00
2026-08-17,,,,,PL/580/EXP/ES/2015,,21.29,24.99,
2026-08-17,,,,,PL/5799/EXP/ES/2015,,23.99,28.89,26.99
2026-08-17,,,,,PL/5798/EXP/ES/2015,,20.99,24.99,
2026-08-17,,,,,PL/5797/EXP/ES/2015,,23.78,27.85,26.65
2026-08-17,,,,,PL/5796/EXP/ES/2015,,23.99,29.20,27.00
2026-08-17,,,,,PL/5795/EXP/ES/2015,,22.89,26.85,26.45
2026-08-17,,,,,PL/5794/EXP/ES/2015,,23.99,,26.99
2026-08-17,,,,,PL/5793/EXP/ES/2015,,22.89,27.50,
2026-08-17,,,,,PL/5792/EXP/ES/2015,,23.39,26.95,26.80
2026-08-17,,,,,PL/5791/EXP/ES/2015,,19.19,23.29,
2026-08-17,,,,,PL/5790/EXP/ES/2015,,23.99,28.25,27.00
2026-08-17,,,,,PL/579/EXP/ES/2015,,24.49,29.99,
2026-08-17,,,,,PL/5789/EXP/ES/2015,,23.99,29.09,27.00
2026-08-17,,,,,PL/5788/EXP/ES/2015,,22.96,26.85,26.69
2026-08-17,,,,,PL/5787/EXP/ES/2015,,23.99,29.00,27.00
2026-08-17,,,,,PL/5786/EXP/ES/2015,,23.99,27.99,26.99
2026-08-17,,,,,PL/5785/EXP/ES/2015,,23.99,29.19,
2026-08-17,,,,,PL/5784/EXP/ES/2015,,24.99,29.99,
2026-08-17,,,,,PL/5783/EXP/ES/2015,,23.99,27.99,26.99
2026-08-17,,,,,PL/5782/EXP/ES/2015,,23.99,29.09,27.00
2026-08-17,,,,,PL/5781/EXP/ES/2015,,23.99,27.95,26.99
2026-08-17,,,,,PL/5780/EXP/ES/2015,,23.99,29.14,27.00
2026-08-17,,,,,PL/578/EXP/ES/2015,,24.49,29.99,26.99
2026-08-17,,,,,PL/5779/EXP/ES/2015,,23.99,28.20,27.40
2026-08-17,,,,,PL/5778/EXP/ES/2015,,23.99,29.49,27.00
2026-08-17,,,,,PL/5777/EXP/ES/2015,,23.77,27.99,26.99
2026-08-17,,,,,PL/5776/EXP/ES/2015,,23.95,29.10,26.99
2026-08-17,,,,,PL/5775/EXP/ES/2015,,24.00,28.89,27.30
2026-08-17,,,,,PL/5774/EXP/ES/2015,,23.77,28.00,26.97
2026-08-17,,,,,PL/5773/EXP/ES/2015,,23.55,27.99,26.99
2026-08-17,,,,,PL/5772/EXP/ES/2015,,23.70,28.39,27.00
2026-08-17,,,,,PL/5771/EXP/ES/2015,,23.99,,
2026-08-17,,,,,PL/5770/EXP/ES/2015,,23.80,27.60,27.00
2026-08-17,,,,,PL/577/EXP/ES/2015,,24.49,29.69,
2026-08-17,,,,,PL/5769/EXP/ES/2015,,24.45,,28.40
2026-08-17,,,,,PL/5768/EXP/ES/2015,,24.40,29.30,28.40
2026-08-17,,,,,PL/5767/EXP/ES/2015,,23.90,28.99,
2026-08-17,,,,,PL/5766/EXP/ES/2015,,24.00,28.99,
2026-08-17,,,,,PL/5765/EXP/ES/2015,,23.99,27.99,26.99
2026-08-17,,,,,PL/5764/EXP/ES/2015,,22.99,27.99,
2026-08-17,,,,,PL/5763/EXP/ES/2015,,23.99,27.99,26.99
2026-08-17,,,,,PL/5762/EXP/ES/2015,,24.00,29.10,27.40
2026-08-17,,,,,PL/5761/EXP/ES/2015,,22.79,27.59,26.49
2026-08-17,,,,,PL/5760/EXP/ES/2015,,24.00,29.50,27.90
2026-08-17,,,,,PL/576/EXP/ES/2015,,21.29,24.99,
2026-08-17,,,,,PL/5759/EXP/ES/2015,,23.99,,
2026-08-17,,,,,PL/5758/EXP/ES/2015,,23.79,28.29,
2026-08-17,,,,,PL/5757/EXP/ES/2015,,23.99,28.98,27.49
2026-08-17,,,,,PL/5756/EXP/ES/2015,,23.30,28.10,26.99
2026-08-17,,,,,PL/5755/EXP/ES/2015,,20.09,25.89,
2026-08-17,,,,,PL/5754/EXP/ES/2015,,22.85,27.99,26.39
2026-08-17,,,,,PL/5753/EXP/ES/2015,,23.98,29.88,27.00
2026-08-17,,,,,PL/5752/EXP/ES/2015,,23.99,27.95,27.00
2026-08-17,,,,,PL/5751/EXP/ES/2015,,23.69,,26.99
2026-08-17,,,,,PL/5750/EXP/ES/2015,,22.99,27.55,25.39
2026-08-17,,,,,PL/575/EXP/ES/2015,,21.99,24.99,26.99
2026-08-17,,,,,PL/5749/EXP/ES/2015,,23.98,29.88,27.00
2026-08-17,,,,,PL/5748/EXP/ES/2015,,23.88,28.79,27.00
2026-08-17,,,,,PL/5747/EXP/ES/2015,,23.99,28.59,26.99
2026-08-17,,,,,PL/5746/EXP/ES/2015,,23.90,28.39,26.99
2026-08-17,,,,,PL/5745/EXP/ES/2015,,23.90,29.09,27.00
2026-08-17,,,,,PL/5744/EXP/ES/2015,,23.24,28.61,26.85
2026-08-17,,,,,PL/5743/EXP/ES/2015,,23.99,27.70,
2026-08-17,,,,,PL/5742/EXP/ES/2015,,23.90,28.39,26.99
2026-08-17,,,,,PL/5741/EXP/ES/2015,,24.61,29.00,27.00
2026-08-17,,,,,PL/5740/EXP/ES/2015,,23.89,28.99,26.99
2026-08-17,,,,,PL/574/EXP/ES/2015,,23.99,29.99,27.99
2026-08-17,,,,,PL/5738/EXP/ES/2015,,23.99,28.39,27.00
2026-08-17,,,,,PL/5737/EXP/ES/2015,,23.99,29.99,
2026-08-17,,,,,PL/5736/EXP/ES/2015,,23.80,25.50,26.65
2026-08-17,,,,,PL/5735/EXP/ES/2015,,23.77,27.99,26.99
2026-08-17,,,,,PL/5734/EXP/ES/2015,,22.89,,26.78
2026-08-17,,,,,PL/5733/EXP/ES/2015,,24.00,29.30,27.00
2026-08-17,,,,,PL/5732/EXP/ES/2015,,23.99,29.20,27.00
2026-08-17,,,,,PL/5731/EXP/ES/2015,,20.89,28.59,26.99
2026-08-17,,,,,PL/5730/EXP/ES/2015,,23.99,28.40,27.00
2026-08-17,,,,,PL/573/EXP/ES/2015,,24.49,29.99,
2026-08-17,,,,,PL/5729/EXP/ES/2015,,24.00,28.39,27.39
2026-08-17,,,,SÚPER SERVICIO LA HACIENDA S.A. DE C.V.,PL/5728/EXP/ES/2015,Avenida Concepción del Valle No. 5300,23.90,27.40,26.99
2026-08-17,,,,,PL/5727/EXP/ES/2015,,23.99,28.95,26.99
2026-08-17,,,,,PL/5726/EXP/ES/2015,,18.75,22.85,25.39
2026-08-17,,,,,PL/5725/EXP/ES/2015,,23.98,27.80,27.00
2026-08-17,,,,,PL/5724/EXP/ES/2015,,23.99,29.59,26.99
2026-08-17,,,,,PL/5723/EXP/ES/2015,,23.99,28.29,27.00
2026-08-17,,,,,PL/5722/EXP/ES/2015,,23.99,,26.99
2026-08-17,,,,,PL/5721/EXP/ES/2015,,23.98,28.79,27.00
2026-08-17,,,,,PL/5720/EXP/ES/2015,,23.99,28.39,27.00
2026-08-17,,,,,PL/572/EXP/ES/2015,,24.59,29.49,26.99
2026-08-17,,,,,PL/5719/EXP/ES/2015,,23.99,29.59,26.99
2026-08-17,,,,,PL/5718/EXP/ES/2015,,23.99,29.40,27.00
2026-08-17,,,,,PL/5717/EXP/ES/2015,,23.99,28.29,27.00
2026-08-17,,,,,PL/5716/EXP/ES/2015,,23.65,27.60,27.00
2026-08-17,,,,,PL/5715/EXP/ES/2015,,23.99,27.79,28.89
2026-08-17,,,,,PL/5714/EXP/ES/2015,,23.99,28.90,26.99
2026-08-17,,,,,PL/5713/EXP/ES/2015,,23.79,28.85,26.99
2026-08-17,,,,,PL/5712/EXP/ES/2015,,23.99,28.29,27.00
2026-08-17,,,,,PL/5711/EXP/ES/2015,,23.99,29.99,27.00
2026-08-17,,,,,PL/5710/EXP/ES/2015,,20.19,25.87,25.39
2026-08-17,,,,,PL/571/EXP/ES/2015,,24.49,29.99,
2026-08-17,,,,,PL/5709/EXP/ES/2015,,23.99,29.59,28.77
2026-08-17,,,,,PL/5708/EXP/ES/2015,,23.99,29.99,27.00
2026-08-17,,,,,PL/5707/EXP/ES/2015,,24.49,29.89,27.49
2026-08-17,,,,SERVICIOS GASOLINEROS DE MEXICO S.A. DE C.V.,PL/5706/EXP/ES/2015,Carretera a Saltillo No. 2892,23.99,29.99,27.00
2026-08-17,,,,,PL/5705/EXP/ES/2015,,23.48,27.38,26.98
2026-08-17,,,,,PL/5704/EXP/ES/2015,,23.99,28.99,27.00
2026-08-17,,,,,PL/5703/EXP/ES/2015,,24.49,29.99,27.49
2026-08-17,,,,,PL/5702/EXP/ES/2015,,23.99,28.59,26.99
2026-08-17,,,,,PL/5701/EXP/ES/2015,,23.89,28.69,27.00
2026-08-17,,,,,PL/5700/EXP/ES/2015,,23.99,28.99,27.00
2026-08-17,,,,,PL/570/EXP/ES/2015,,24.49,29.99,
2026-08-17,,,,,PL/5699/EXP/ES/2015,,23.99,27.99,26.99
2026-08-17,,,,,PL/5698/EXP/ES/2015,,23.99,28.85,27.00
2026-08-17,,,,,PL/5697/EXP/ES/2015,,21.65,26.99,25.37
2026-08-17,,,,,PL/5696/EXP/ES/2015,,23.99,28.53,
2026-08-17,,,,,PL/5695/EXP/ES/2015,,23.85,26.92,27.00
2026-08-17,,,,,PL/5694/EXP/ES/2015,,23.99,28.49,27.00
2026-08-17,,,,,PL/5693/EXP/ES/2015,,24.00,27.66,27.00
2026-08-17,,,,,PL/5692/EXP/ES/2015,,23.99,29.99,27.00
2026-08-17,,,,,PL/5691/EXP/ES/2015,,23.99,29.58,27.00
2026-08-17,,,,,PL/5690/EXP/ES/2015,,23.99,29.99,27.00
2026-08-17,,,,,PL/569/EXP/ES/2015,,24.59,29.99,
2026-08-17,,,,,PL/5689/EXP/ES/2015,,23.97,28.87,27.57
2026-08-17,,,,,PL/5687/EXP/ES/2015,,23.99,28.43,
2026-08-17,,,,,PL/5686/EXP/ES/2015,,23.74,28.33,
2026-08-17,,,,,PL/5685/EXP/ES/2015,,23.11,26.77,26.97
2026-08-17,,,,,PL/5684/EXP/ES/2015,,23.89,28.49,26.99
2026-08-17,,,,,PL/5683/EXP/ES/2015,,23.30,28.39,26.99
2026-08-17,,,,,PL/5682/EXP/ES/2015,,23.29,27.59,26.99
2026-08-17,,,,,PL/5681/EXP/ES/2015,,23.99,28.51,26.99
2026-08-17,,,,,PL/5680/EXP/ES/2015,,23.99,29.46,27.00
2026-08-17,,,,,PL/568/EXP/ES/2015,,21.29,24.99,
2026-08-17,,,,,PL/5679/EXP/ES/2015,,23.09,27.77,26.99
2026-08-17,,,,,PL/5678/EXP/ES/2015,,,27.99,
2026-08-17,,,,,PL/5677/EXP/ES/2015,,23.99,28.43,
2026-08-17,,,,,PL/5676/EXP/ES/2015,,23.39,27.42,26.89
2026-08-17,,,,,PL/5675/EXP/ES/2015,,23.95,29.49,
2026-08-17,,,,,PL/5674/EXP/ES/2015,,23.99,28.99,26.99
2026-08-17,,,,,PL/5673/EXP/ES/2015,,22.99,27.55,25.39
2026-08-17,,,,,PL/5672/EXP/ES/2015,,23.99,27.99,26.99
2026-08-17,,,,,PL/5671/EXP/ES/2015,,23.27,,
2026-08-17,,,,,PL/5670/EXP/ES/2015,,18.79,23.49,
2026-08-17,,,,,PL/567/EXP/ES/2015,,24.49,29.99,
2026-08-17,,,,,PL/5669/EXP/ES/2015,,23.99,28.49,26.99
2026-08-17,,,,,PL/5668/EXP/ES/2015,,23.99,28.45,
2026-08-17,,,,,PL/5667/EXP/ES/2015,,23.99,28.45,
2026-08-17,,,,,PL/5666/EXP/ES/2015,,23.99,30.97,27.89
2026-08-17,,,,,PL/5665/EXP/ES/2015,,23.99,26.89,26.99
2026-08-17,,,,,PL/5664/EXP/ES/2015,,23.99,29.19,
2026-08-17,,,,,PL/5663/EXP/ES/2015,,23.99,29.49,27.00
2026-08-17,,,,,PL/5662/EXP/ES/2015,,24.59,29.29,27.69
2026-08-17,,,,,PL/5661/EXP/ES/2015,,24.49,29.99,27.00
2026-08-17,,,,,PL/5660/EXP/ES/2015,,23.89,28.99,26.99
2026-08-17,,,,,PL/566/EXP/ES/2015,,24.49,29.99,
2026-08-17,,,,,PL/5659/EXP/ES/2015,,23.99,29.59,
2026-08-17,,,,,PL/5658/EXP/ES/2015,,23.59,28.39,
2026-08-17,,,,,PL/5657/EXP/ES/2015,,23.85,28.39,27.00
2026-08-17,,,,,PL/5656/EXP/ES/2015,,24.00,28.20,27.00
2026-08-17,,,,,PL/5655/EXP/ES/2015,,23.99,28.59,26.99
2026-08-17,,,,,PL/5654/EXP/ES/2015,,24.09,,27.49
2026-08-17,,,,,PL/5653/EXP/ES/2015,,23.99,28.99,
2026-08-17,,,,,PL/5652/EXP/ES/2015,,23.99,29.97,27.00
2026-08-17,,,,,PL/5651/EXP/ES/2015,,23.99,29.97,27.00
2026-08-17,,,,,PL/5650/EXP/ES/2015,,24.00,28.69,
2026-08-17,,,,,PL/565/EXP/ES/2015,,24.49,29.69,
2026-08-17,,,,ESTACIÓN DE SERVICIO NAPTE S.A. DE C.V.,PL/5649/EXP/ES/2015,Emiliano Zapata No. 24,23.99,28.50,
2026-08-17,,,,DARA SERVICIOS S.A. DE C.V.,PL/5648/EXP/ES/2015,Timoteo Torres No. 2496,22.99,29.19,26.69
2026-08-17,,,,,PL/5646/EXP/ES/2015,,23.79,29.14,26.99
2026-08-17,,,,,PL/5645/EXP/ES/2015,,23.99,29.97,27.00
2026-08-17,,,,,PL/5644/EXP/ES/2015,,23.89,29.49,27.00
2026-08-17,,,,,PL/5643/EXP/ES/2015,,23.99,29.49,27.00
2026-08-17,,,,,PL/5642/EXP/ES/2015,,23.99,29.49,27.00
2026-08-17,,,,,PL/5641/EXP/ES/2015,,23.99,29.49,27.00
2026-08-17,,,,,PL/5640/EXP/ES/2015,,23.99,29.49,27.00
2026-08-17,,,,,PL/564/EXP/ES/2015,,24.49,29.99,26.99
2026-08-17,,,,,PL/5639/EXP/ES/2015,,23.99,29.49,27.00
2026-08-17,,,,,PL/5638/EXP/ES/2015,,23.99,29.49,27.00
2026-08-17,,,,,PL/5637/EXP/ES/2015,,23.99,29.49,27.00
2026-08-17,,,,,PL/5636/EXP/ES/2015,,23.99,28.43,
2026-08-17,,,,,PL/5635/EXP/ES/2015,,24.09,28.82,27.49
2026-08-17,,,,,PL/5634/EXP/ES/2015,,23.99,29.59,27.00
2026-08-17,,,,,PL/5633/EXP/ES/2015,,24.09,,
2026-08-17,,,,,PL/5632/EXP/ES/2015,,23.99,28.00,27.69
2026-08-17,,,,,PL/5631/EXP/ES/2015,,24.99,,30.50
2026-08-17,,,,,PL/5630/EXP/ES/2015,,24.40,,28.50
2026-08-17,,,,,PL/563/EXP/ES/2015,,24.49,29.99,
2026-08-17,,,,,PL/5629/EXP/ES/2015,,,28.99,27.00
2026-08-17,,,,,PL/5628/EXP/ES/2015,,23.99,28.69,27.00
2026-08-17,,,,,PL/5627/EXP/ES/2015,,19.79,,25.39
2026-08-17,,,,,PL/5626/EXP/ES/2015,,23.95,29.25,27.00
2026-08-17,,,,,PL/5625/EXP/ES/2015,,23.99,28.88,27.00
2026-08-17,,,,,PL/5624/EXP/ES/2015,,23.29,28.39,26.89
2026-08-17,,,,,PL/5623/EXP/ES/2015,,23.99,27.99,26.99
2026-08-17,,,,,PL/5622/EXP/ES/2015,,24.00,,
2026-08-17,,,,,PL/5621/EXP/ES/2015,,23.49,27.98,26.98
2026-08-17,,,,,PL/5620/EXP/ES/2015,,23.99,29.48,
2026-08-17,,,,,PL/562/EXP/ES/2015,,23.99,29.99,
2026-08-17,,,,,PL/5619/EXP/ES/2015,,24.49,29.99,
2026-08-17,,,,,PL/5618/EXP/ES/2015,,22.75,27.80,26.99
2026-08-17,,,,,PL/5617/EXP/ES/2015,,23.10,26.80,26.90
2026-08-17,,,,,PL/5616/EXP/ES/2015,,23.50,,26.90
2026-08-17,,,,,PL/5615/EXP/ES/2015,,21.65,27.50,
2026-08-17,,,,,PL/5614/EXP/ES/2015,,23.20,26.60,
2026-08-17,,,,,PL/5613/EXP/ES/2015,,23.99,29.67,27.00
2026-08-17,,,,,PL/5612/EXP/ES/2015,,23.99,,27.00
2026-08-17,,,,,PL/5611/EXP/ES/2015,,23.98,28.39,26.98
2026-08-17,,,,,PL/5610/EXP/ES/2015,,23.99,29.63,27.00
2026-08-17,,,,,PL/561/EXP/ES/2015,,24.49,29.99,26.99
2026-08-17,,,,,PL/5609/EXP/ES/2015,,23.99,28.59,27.00
2026-08-17,,,,,PL/5608/EXP/ES/2015,,23.98,28.50,27.00
2026-08-17,,,,,PL/5607/EXP/ES/2015,,23.99,,28.55
2026-08-17,,,,,PL/5606/EXP/ES/2015,,23.99,28.69,27.00
2026-08-17,,,,,PL/5605/EXP/ES/2015,,23.99,27.69,27.00
2026-08-17,,,,,PL/5604/EXP/ES/2015,,23.37,27.66,26.93
2026-08-17,,,,,PL/5603/EXP/ES/2015,,23.58,27.70,27.00
2026-08-17,,,,,PL/5602/EXP/ES/2015,,23.99,28.42,29.10
2026-08-17,,,,,PL/5601/EXP/ES/2015,,22.99,27.97,26.99
2026-08-17,,,,,PL/5600/EXP/ES/2015,,23.99,,26.99
2026-08-17,,,,,PL/560/EXP/ES/2015,,24.59,29.99,26.99
2026-08-17,,,,,PL/5599/EXP/ES/2015,,23.99,29.49,
2026-08-17,,,,,PL/5598/EXP/ES/2015,,19.99,25.49,
2026-08-17,,,,,PL/5597/EXP/ES/2015,,24.45,29.50,26.99
2026-08-17,,,,,PL/5596/EXP/ES/2015,,20.19,25.99,
2026-08-17,,,,,PL/5595/EXP/ES/2015,,20.09,25.99,
2026-08-17,,,,,PL/5594/EXP/ES/2015,,23.99,29.89,27.00
2026-08-17,,,,,PL/5593/EXP/ES/2015,,23.99,29.39,27.00
2026-08-17,,,,,PL/5592/EXP/ES/2015,,20.09,26.19,
2026-08-17,,,,,PL/5591/EXP/ES/2015,,23.99,29.69,27.00
2026-08-17,,,,,PL/5590/EXP/ES/2015,,23.87,29.55,27.49
2026-08-17,,,,,PL/559/EXP/ES/2015,,24.49,29.99,26.99
2026-08-17,,,,,PL/5589/EXP/ES/2015,,23.99,28.97,27.00
2026-08-17,,,,,PL/5588/EXP/ES/2015,,23.99,29.19,27.49
2026-08-17,,,,,PL/5587/EXP/ES/2015,,23.99,28.72,27.00
2026-08-17,,,,,PL/5586/EXP/ES/2015,,23.99,28.56,27.00
2026-08-17,,,,,PL/5585/EXP/ES/2015,,23.99,28.99,27.35
2026-08-17,,,,,PL/5584/EXP/ES/2015,,23.99,29.69,27.00
2026-08-17,,,,,PL/5583/EXP/ES/2015,,23.99,28.39,27.00
2026-08-17,,,,,PL/5582/EXP/ES/2015,,25.00,,
2026-08-17,,,,,PL/5581/EXP/ES/2015,,23.99,,27.00
2026-08-17,,,,,PL/5580/EXP/ES/2015,,23.92,27.59,27.00
2026-08-17,,,,,PL/558/EXP/ES/2015,,24.49,29.99,
2026-08-17,,,,,PL/5579/EXP/ES/2015,,23.99,28.39,27.00
2026-08-17,,,,,PL/5578/EXP/ES/2015,,23.99,29.10,27.30
2026-08-17,,,,,PL/5577/EXP/ES/2015,,23.99,28.99,26.99
2026-08-17,,,,,PL/5575/EXP/ES/2015,,23.99,28.69,
2026-08-17,,,,,PL/5573/EXP/ES/2015,,23.99,28.49,
2026-08-17,,,,,PL/5572/EXP/ES/2015,,23.99,29.69,26.99
2026-08-17,,,,,PL/5571/EXP/ES/2015,,23.99,29.29,
2026-08-17,,,,,PL/5570/EXP/ES/2015,,19.99,24.99,
2026-08-17,,,,,PL/557/EXP/ES/2015,,20.99,24.99,
2026-08-17,,,,,PL/5569/EXP/ES/2015,,23.99,28.69,
2026-08-17,,,,,PL/5568/EXP/ES/2015,,23.99,29.29,27.00
2026-08-17,,,,,PL/5567/EXP/ES/2015,,23.99,29.19,27.35
2026-08-17,,,,,PL/5566/EXP/ES/2015,,24.00,28.68,27.00
2026-08-17,,,,,PL/5565/EXP/ES/2015,,23.99,28.75,27.00
2026-08-17,,,,,PL/5564/EXP/ES/2015,,23.99,28.69,
2026-08-17,,,,,PL/5563/EXP/ES/2015,,23.99,28.69,27.00
2026-08-17,,,,,PL/5562/EXP/ES/2015,,23.99,30.50,
2026-08-17,,,,,PL/5561/EXP/ES/2015,,24.00,28.90,27.00
2026-08-17,,,,,PL/556/EXP/ES/2015,,21.29,24.99,
2026-08-17,,,,,PL/5559/EXP/ES/2015,,24.39,29.99,
2026-08-17,,,,,PL/5558/EXP/ES/2015,,23.84,,27.00
2026-08-17,,,,,PL/5557/EXP/ES/2015,,23.70,27.57,27.00
2026-08-17,,,,,PL/5556/EXP/ES/2015,,23.95,27.25,27.00
2026-08-17,,,,,PL/5555/EXP/ES/2015,,24.00,28.70,27.00
2026-08-17,,,,,PL/5554/EXP/ES/2015,,23.95,27.20,27.00
2026-08-17,,,,,PL/5553/EXP/ES/2015,,24.00,27.80,26.99
2026-08-17,,,,,PL/5552/EXP/ES/2015,,25.25,28.99,28.00
2026-08-17,,,,,PL/5551/EXP/ES/2015,,23.99,29.29,27.00
2026-08-17,,,,,PL/5550/EXP/ES/2015,,23.99,29.97,
2026-08-17,,,,,PL/555/EXP/ES/2015,,24.49,29.99,
2026-08-17,,,,,PL/5549/EXP/ES/2015,,24.00,27.00,27.00
2026-08-17,,,,,PL/5548/EXP/ES/2015,,23.95,28.60,27.00
2026-08-17,,,,,PL/5547/EXP/ES/2015,,24.00,,26.99
2026-08-17,,,,,PL/5546/EXP/ES/2015,,23.47,28.37,26.97
2026-08-17,,,,,PL/5545/EXP/ES/2015,,23.99,28.05,27.00
2026-08-17,,,,,PL/5544/EXP/ES/2015,,24.00,28.49,27.00
2026-08-17,,,,,PL/5543/EXP/ES/2015,,23.59,,
2026-08-17,,,,,PL/5542/EXP/ES/2015,,23.99,28.70,
2026-08-17,,,,,PL/5541/EXP/ES/2015,,23.29,27.48,26.99
2026-08-17,,,,,PL/5540/EXP/ES/2015,,22.20,,25.65
2026-08-17,,,,,PL/5539/EXP/ES/2015,,23.96,24.49,25.29
2026-08-17,,,,,PL/5538/EXP/ES/2015,,23.75,29.50,27.00
2026-08-17,,,,,PL/5537/EXP/ES/2015,,23.78,28.39,26.99
2026-08-17,,,,,PL/5536/EXP/ES/2015,,21.95,26.65,25.25
2026-08-17,,,,,PL/5535/EXP/ES/2015,,22.79,25.99,
2026-08-17,,,,,PL/5534/EXP/ES/2015,,23.99,28.84,27.00
2026-08-17,,,,,PL/5533/EXP/ES/2015,,23.39,26.59,
2026-08-17,,,,,PL/5532/EXP/ES/2015,,22.97,27.97,
2026-08-17,,,,,PL/5531/EXP/ES/2015,,23.99,,27.00
2026-08-17,,,,,PL/5530/EXP/ES/2015,,23.17,28.29,26.96
2026-08-17,,,,,PL/553/EXP/ES/2015,,23.99,29.99,
2026-08-17,,,,,PL/5529/EXP/ES/2015,,21.95,26.65,
2026-08-17,,,,,PL/5528/EXP/ES/2015,,23.99,27.89,
2026-08-17,,,,,PL/5527/EXP/ES/2015,,23.75,27.78,27.00
2026-08-17,,,,,PL/5526/EXP/ES/2015,,23.79,28.39,27.24
2026-08-17,,,,,PL/5525/EXP/ES/2015,,23.99,29.45,26.99
2026-08-17,,,,,PL/5524/EXP/ES/2015,,23.99,29.49,26.99
2026-08-17,,,,,PL/5523/EXP/ES/2015,,23.49,27.90,26.30
2026-08-17,,,,,PL/5522/EXP/ES/2015,,23.99,29.49,26.99
2026-08-17,,,,,PL/5521/EXP/ES/2015,,24.49,29.79,27.00
2026-08-17,,,,,PL/5520/EXP/ES/2015,,24.49,29.79,27.00
2026-08-17,,,,,PL/552/EXP/ES/2015,,21.29,24.99,
2026-08-17,,,,,PL/5519/EXP/ES/2015,,23.67,27.25,
2026-08-17,,,,,PL/5518/EXP/ES/2015,,24.49,29.79,27.00
2026-08-17,,,,,PL/5517/EXP/ES/2015,,24.49,29.79,27.00
2026-08-17,,,,,PL/5516/EXP/ES/2015,,24.49,29.79,
2026-08-17,,,,,PL/5515/EXP/ES/2015,,23.19,27.49,
2026-08-17,,,,,PL/5514/EXP/ES/2015,,23.99,29.80,27.00
2026-08-17,,,,,PL/5513/EXP/ES/2015,,23.30,26.90,
2026-08-17,,,,,PL/5512/EXP/ES/2015,,23.48,28.39,26.99
2026-08-17,,,,,PL/5511/EXP/ES/2015,,24.70,29.60,28.60
2026-08-17,,,,,PL/5510/EXP/ES/2015,,24.39,29.49,27.99
2026-08-17,,,,,PL/551/EXP/ES/2015,,24.49,29.99,
2026-08-17,,,,,PL/5509/EXP/ES/2015,,23.99,,27.49
2026-08-17,,,,,PL/5508/EXP/ES/2015,,23.99,29.40,27.00
2026-08-17,,,,,PL/5507/EXP/ES/2015,,24.54,29.40,28.39
2026-08-17,,,,,PL/5506/EXP/ES/2015,,23.99,28.49,27.00
2026-08-17,,,,,PL/5505/EXP/ES/2015,,23.90,28.75,27.00
2026-08-17,,,,,PL/5504/EXP/ES/2015,,23.79,29.99,26.99
2026-08-17,,,,,PL/5502/EXP/ES/2015,,23.91,28.15,26.99
2026-08-17,,,,,PL/5501/EXP/ES/2015,,23.99,28.59,27.00
2026-08-17,,,,,PL/5500/EXP/ES/2015,,24.49,29.89,
2026-08-17,,,,,PL/550/EXP/ES/2015,,21.29,24.99,
2026-08-17,,,,,PL/5499/EXP/ES/2015,,23.99,29.89,27.00
2026-08-17,,,,,PL/5498/EXP/ES/2015,,23.99,28.04,27.38
2026-08-17,,,,,PL/5497/EXP/ES/2015,,23.99,28.99,27.00
2026-08-17,,,,,PL/5496/EXP/ES/2015,,23.99,29.89,27.00
2026-08-17,,,,,PL/5495/EXP/ES/2015,,23.99,27.99,
2026-08-17,,,,,PL/5493/EXP/ES/2015,,23.98,28.97,26.99
2026-08-17,,,,,PL/5492/EXP/ES/2015,,23.69,28.39,26.99
2026-08-17,,,,,PL/5491/EXP/ES/2015,,23.70,28.50,
2026-08-17,,,,,PL/5490/EXP/ES/2015,,23.78,27.95,26.90
2026-08-17,,,,,PL/549/EXP/ES/2015,,24.49,29.99,
2026-08-17,,,,,PL/5489/EXP/ES/2015,,23.55,27.79,26.90
2026-08-17,,,,,PL/5488/EXP/ES/2015,,23.99,28.60,27.00
2026-08-17,,,,,PL/5487/EXP/ES/2015,,23.95,29.89,
2026-08-17,,,,,PL/5486/EXP/ES/2015,,23.70,27.50,27.00
2026-08-17,,,,,PL/5485/EXP/ES/2015,,22.99,26.99,25.99
2026-08-17,,,,,PL/5484/EXP/ES/2015,,22.99,28.99,26.99
2026-08-17,,,,,PL/5483/EXP/ES/2015,,23.45,27.75,26.90
2026-08-17,,,,,PL/5482/EXP/ES/2015,,23.68,28.75,26.94
2026-08-17,,,,,PL/5481/EXP/ES/2015,,23.99,29.50,26.99
2026-08-17,,,,,PL/5480/EXP/ES/2015,,23.99,29.67,27.00
2026-08-17,,,,,PL/548/EXP/ES/2015,,23.49,28.99,
2026-08-17,,,,,PL/5479/EXP/ES/2015,,23.78,,27.00
2026-08-17,,,,,PL/5478/EXP/ES/2015,,20.99,,
2026-08-17,,,,,PL/5477/EXP/ES/2015,,23.54,26.79,26.97
2026-08-17,,,,,PL/5476/EXP/ES/2015,,23.36,27.80,26.90
2026-08-17,,,,,PL/5475/EXP/ES/2015,,23.99,28.99,26.99
2026-08-17,,,,,PL/5474/EXP/ES/2015,,23.98,28.28,27.00
2026-08-17,,,,,PL/5473/EXP/ES/2015,,23.39,27.49,25.39
2026-08-17,,,,,PL/5472/EXP/ES/2015,,23.50,27.79,26.90
2026-08-17,,,,,PL/5471/EXP/ES/2015,,23.99,28.92,27.00
